Id,Unit,Pack section,Source focus,Type,Front,Back,Extra cue,Choices,Visual,Difficulty
card-370-7c-muscles-and-bones-in-the-two-panel-breathing-diagram-whic,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Check diagram style",Visual challenge,"Look at the diagram. in the two-panel breathing diagram, which panel shows exhalation?",B,"Panel B shows air moving out, ribs moving in, and the diaphragm moving up.",A|B|C|D,breathing-two-panel,3
card-371-7c-muscles-and-bones-in-the-two-panel-breathing-diagram-whic,7C Muscles and bones,7Ca,"7Ca · Organs, breathing and gas exchange · Quick Check diagram style",Visual challenge,"Look at the diagram. in the two-panel breathing diagram, which label shows the trachea (airway)?",C,"Label C points to the trachea, the tube that carries air to and from the lungs.",A|B|C|D,breathing-two-panel,3
card-372-7c-muscles-and-bones-in-the-two-panel-breathing-diagram-whic,7C Muscles and bones,7Cd,"7Cd · Muscles, movement and nervous control · Quick Check diagram style",Visual challenge,"Look at the diagram. in the two-panel breathing diagram, which label shows the diaphragm?",D,"Label D points to the diaphragm, the sheet of muscle under the lungs.",A|B|C|D,breathing-two-panel,3
card-373-7c-muscles-and-bones-in-the-double-circulation-diagram-which,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Check diagram style",Visual challenge,"Look at the diagram. in the double-circulation diagram, which label shows the lungs?",A,Label A marks the lungs. One loop of circulation goes from the heart to the lungs and back.,A|B|C|D|E,double-circulation,4
card-374-7c-muscles-and-bones-in-the-double-circulation-diagram-which,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Check diagram style",Visual challenge,"Look at the diagram. in the double-circulation diagram, which label shows blood flowing from the lungs back to the heart?",B,Label B shows the route from the lungs back to the heart.,A|B|C|D|E,double-circulation,4
card-375-7c-muscles-and-bones-in-the-double-circulation-diagram-which,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Check diagram style",Visual challenge,"Look at the diagram. in the double-circulation diagram, which label shows the heart?",C,"Label C marks the heart, which pumps blood to the lungs and to the rest of the body.",A|B|C|D|E,double-circulation,4
card-376-7c-muscles-and-bones-in-the-double-circulation-diagram-which,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Check diagram style",Visual challenge,"Look at the diagram. in the double-circulation diagram, which label shows blood flowing from the heart to the body?",D,Label D shows blood being pumped from the heart to the body.,A|B|C|D|E,double-circulation,4
card-377-7c-muscles-and-bones-in-the-double-circulation-diagram-which,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Check diagram style",Visual challenge,"Look at the diagram. in the double-circulation diagram, which label shows blood returning from the body to the heart?",E,Label E shows blood returning from the body back to the heart.,A|B|C|D|E,double-circulation,4
card-378-7j-current-electricity-in-the-plug-safety-diagram-which-labe,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Check diagram style,Visual challenge,"Look at the diagram. in the plug-safety diagram, which label shows the earth wire connection?",A,Label A points to the earth connection at the top of the plug.,A|B|C|D|E,plug-safety,4
card-379-7j-current-electricity-in-the-plug-safety-diagram-which-labe,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Check diagram style,Visual challenge,"Look at the diagram. in the plug-safety diagram, which label shows the live wire connection?",B,"Label B points to the live wire connection. In a UK plug, the live wire is brown.",A|B|C|D|E,plug-safety,4
card-380-7j-current-electricity-in-the-plug-safety-diagram-which-labe,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Check diagram style,Visual challenge,"Look at the diagram. in the plug-safety diagram, which label shows the fuse?",C,"Label C points to the fuse, which melts if the current gets too high.",A|B|C|D|E,plug-safety,4
card-381-7j-current-electricity-in-the-plug-safety-diagram-which-labe,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Check diagram style,Visual challenge,"Look at the diagram. in the plug-safety diagram, which label shows the neutral wire connection?",D,"Label D points to the neutral wire connection. In a UK plug, the neutral wire is blue.",A|B|C|D|E,plug-safety,4
card-382-7j-current-electricity-in-the-plug-safety-diagram-which-labe,7J Current electricity,7Je,7Je · Electrical safety and plugs · Quick Check diagram style,Visual challenge,"Look at the diagram. in the plug-safety diagram, which label shows the cable grip?",E,"Label E points to the cable grip, which stops the wires being pulled loose.",A|B|C|D|E,plug-safety,4
card-383-7j-current-electricity-in-the-central-heating-comparison-dia,7J Current electricity,7Jb,7Jb · Models for electricity · Quick Check diagram style,Visual challenge,"Look at the diagram. in the central-heating comparison diagram, which letter shows the boiler?",A,"Label A points to the boiler, which is part of the model for the power source.",A|B|C,central-heating-model,5
card-384-7j-current-electricity-in-the-central-heating-comparison-dia,7J Current electricity,7Jb,7Jb · Models for electricity · Quick Check diagram style,Visual challenge,"Look at the diagram. in the central-heating comparison diagram, which letter shows a radiator?",B,"Label B points to a radiator. In the model, radiators are like bulbs because they transfer energy.",A|B|C,central-heating-model,5
card-385-7j-current-electricity-in-the-central-heating-comparison-dia,7J Current electricity,7Jb,7Jb · Models for electricity · Quick Check diagram style,Visual challenge,"Look at the diagram. in the central-heating comparison diagram, which letter shows the pump?",C,"Label C points to the pump, which helps move the water around the system.",A|B|C,central-heating-model,5
card-386-7j-current-electricity-in-the-electric-circuit-part-of-the-c,7J Current electricity,7Jb,7Jb · Models for electricity · Quick Check diagram style,Visual challenge,"Look at the diagram. in the electric-circuit part of the comparison diagram, which number shows the cell?",1,"Number 1 points to the cell, which is the power source in the circuit.",1|2|3,central-heating-model,3
card-387-7j-current-electricity-in-the-electric-circuit-part-of-the-c,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the diagram. in the electric-circuit part of the comparison diagram, which number shows a bulb?",2,Number 2 is one bulb. Number 3 is the other bulb in the series circuit.,1|2|3,central-heating-model,4
card-388-7c-muscles-and-bones-in-the-breathing-diagram-which-label-sh,7C Muscles and bones,7Cc,"7Cc · Skeleton, joints and support · Quick Check diagram style",Visual challenge,"Look at the diagram. in the breathing diagram, which label shows the rib cage?",C,Label C points to the rib cage around the lungs.,C|A|B|D,lungs-diaphragm,3
card-389-7c-muscles-and-bones-in-the-gas-exchange-diagram-which-label,7C Muscles and bones,7Cb,"7Cb · Circulation, pulse and blood · Quick Check diagram style",Visual challenge,"Look at the diagram. in the gas exchange diagram, which label shows the capillary blood vessel?",C,The capillary is the blood vessel next to the alveolus.,A|B|C,alveolus-gas-exchange,4
card-390-7f-acids-and-alkalis-in-the-neutralisation-practical-diagram,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Quick Check diagram style,Visual challenge,"Look at the diagram. in the neutralisation practical diagram, which label shows the burette?",A,Label A points to the burette held on the clamp stand.,A|B|C|D,neutralisation-setup,4
card-391-7f-acids-and-alkalis-in-the-neutralisation-practical-diagram,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Quick Check diagram style,Visual challenge,"Look at the diagram. in the neutralisation practical diagram, which label shows the conical flask?",B,Label B points to the conical flask under the burette.,B|A|C|D,neutralisation-setup,4
card-392-7f-acids-and-alkalis-in-the-neutralisation-practical-diagram,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Quick Check diagram style,Visual challenge,"Look at the diagram. in the neutralisation practical diagram, which label shows the indicator bottle?",C,Label C points to the indicator bottle or dropper.,C|A|B|D,neutralisation-setup,4
card-393-7f-acids-and-alkalis-in-the-neutralisation-practical-diagram,7F Acids and alkalis,7Fd,7Fd · Neutralisation reactions · Quick Check diagram style,Visual challenge,"Look at the diagram. in the neutralisation practical diagram, which label shows the beaker?",D,Label D points to the beaker of solution.,D|A|B|C,neutralisation-setup,4
card-394-7f-acids-and-alkalis-in-the-evaporation-setup-diagram-which-,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Quick Check diagram style",Visual challenge,"Look at the diagram. in the evaporation setup diagram, which label shows the evaporation dish?",A,Label A points to the evaporation dish containing the solution.,A|B|C,evaporation-dish,3
card-395-7f-acids-and-alkalis-in-the-evaporation-setup-diagram-which-,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Quick Check diagram style",Visual challenge,"Look at the diagram. in the evaporation setup diagram, which label shows the support or tripod with gauze?",B,Label B points to the support holding the evaporation dish above the flame.,A|B|C,evaporation-dish,3
card-396-7f-acids-and-alkalis-in-the-evaporation-setup-diagram-which-,7F Acids and alkalis,7Fe,"7Fe · Bases, salts and everyday reactions · Quick Check diagram style",Visual challenge,"Look at the diagram. in the evaporation setup diagram, which label shows the Bunsen burner?",C,Label C points to the Bunsen burner under the dish.,A|B|C,evaporation-dish,4
card-397-7f-acids-and-alkalis-in-the-dilution-safety-diagram-which-la,7F Acids and alkalis,7Fa,"7Fa · Hazards, acids and indicators · Quick Check diagram style",Visual challenge,"Look at the diagram. in the dilution safety diagram, which label shows the water in the beaker?",A,Label A points to the water already in the beaker.,A|B|C,dilution-method,4
card-398-7f-acids-and-alkalis-in-the-dilution-safety-diagram-which-la,7F Acids and alkalis,7Fa,"7Fa · Hazards, acids and indicators · Quick Check diagram style",Visual challenge,"Look at the diagram. in the dilution safety diagram, which label shows the acid container?",B,Label B points to the acid container being tipped.,B|A|C,dilution-method,4
card-399-7f-acids-and-alkalis-in-the-dilution-safety-diagram-which-la,7F Acids and alkalis,7Fa,"7Fa · Hazards, acids and indicators · Quick Check diagram style",Visual challenge,"Look at the diagram. in the dilution safety diagram, which label shows the safe pouring direction?",C,Label C points to the direction showing acid being added to water safely.,C|A|B,dilution-method,5
card-400-7c-muscles-and-bones-in-the-ruler-drop-test-diagram-which-la,7C Muscles and bones,7Ca,"7Ca · Organs, breathing and gas exchange · Quick Check diagram style",Visual challenge,"Look at the diagram. in the ruler-drop test diagram, which label shows the ruler?",A,Label A points to the ruler that is dropped.,A|B|C,reaction-time-ruler,3
card-401-7c-muscles-and-bones-in-the-ruler-drop-test-diagram-which-la,7C Muscles and bones,7Ca,"7Ca · Organs, breathing and gas exchange · Quick Check diagram style",Visual challenge,"Look at the diagram. in the ruler-drop test diagram, which label shows the catching hand?",B,Label B points to the hand that catches the ruler.,B|A|C,reaction-time-ruler,3
card-402-7c-muscles-and-bones-in-the-ruler-drop-test-diagram-which-la,7C Muscles and bones,7Ca,"7Ca · Organs, breathing and gas exchange · Quick Check diagram style",Visual challenge,"Look at the diagram. in the ruler-drop test diagram, which label shows the measured falling distance?",C,Label C points to the distance the ruler falls before it is caught.,C|A|B,reaction-time-ruler,5
card-403-7j-current-electricity-in-the-circuit-comparison-diagram-whi,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the diagram. in the circuit comparison diagram, which label shows the series circuit?",A,Label A is the single-loop circuit with both bulbs in one path.,A|B,circuit-comparison,4
card-404-7j-current-electricity-in-the-circuit-comparison-diagram-whi,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the diagram. in the circuit comparison diagram, which label shows the parallel circuit?",B,Label B is the circuit with separate branches.,B|A,circuit-comparison,4
card-405-7j-current-electricity-in-the-circuit-comparison-diagram-whi,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the diagram. in the circuit comparison diagram, which label shows the circuit where one bulb can stay on if the other breaks?",B,"Label B is the parallel circuit, so one branch can still work if another breaks.",B|A,circuit-comparison,5
card-406-7j-current-electricity-in-the-circuit-comparison-diagram-whi,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the diagram. in the circuit comparison diagram, which label shows the circuit with one loop?",A,Label A is the series circuit with one complete loop.,A|B,circuit-comparison,4
card-407-7j-current-electricity-in-the-circuit-comparison-diagram-whi,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the diagram. in the circuit comparison diagram, which label shows the circuit with two branches?",B,Label B is the parallel circuit with two branches.,B|A,circuit-comparison,4
card-408-7j-current-electricity-in-the-series-circuit-diagram-how-man,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the diagram. in the series circuit diagram, how many paths does current have?",One path only.,"A series circuit has a single loop, so current has only one path.",One path only.|Two separate paths.|Three branches.|No complete path.,circuit-series,4
card-409-7j-current-electricity-in-the-parallel-circuit-diagram-how-m,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the diagram. in the parallel circuit diagram, how many branches carry the two lamps?",Two branches.,The two lamps are on separate branches in the parallel circuit.,Two branches.|One branch only.|No branches.|Four branches.,circuit-parallel,4
card-410-7j-current-electricity-in-the-and-switch-diagram-if-switch-a,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the diagram. in the AND switch diagram, if switch A is closed but switch B stays open, will the lamp light?","No, the lamp stays off.",An AND circuit needs both switches closed to complete the circuit.,"No, the lamp stays off.|Yes, because switch A is closed.|Yes, because one switch is enough.|Only if the battery is removed.",circuit-and-switches,3
card-411-7j-current-electricity-in-the-or-switch-diagram-if-switch-a-,7J Current electricity,7Jc,"7Jc · Series, parallel and switching · Quick Check diagram style",Visual challenge,"Look at the diagram. in the OR switch diagram, if switch A closes while switch B stays open, will the lamp light?","Yes, the lamp lights.",An OR circuit works if either branch is complete.,"Yes, the lamp lights.|No, both switches must be closed.|No, because switch B is open.|Only if both branches break.",circuit-or-switches,3
card-412-7j-current-electricity-in-the-short-circuit-mistake-diagram-,7J Current electricity,7Ja,"7Ja · Current, components and complete circuits · Quick Check diagram style",Visual challenge,"Look at the diagram. in the short-circuit mistake diagram, what will most of the current do?",Take the short path and bypass the lamp.,"The extra wire provides an easier path, so current bypasses the lamp.",Take the short path and bypass the lamp.|Go through the lamp normally.|Stop completely at the battery.|Flow only through the switch.,circuit-short-mistake,3
